CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;TIPO_HOGAR;MATERIAL_TECHUMBRE;DENSIDAD_HOGAR 
TQRMNOPXRHKMKMCDEGGFB00867049;2024;3;1;1;42;S;10;270;1;;2;1;;1;2;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;1;0;1;925000;6;6;6;5;;6;925000;9;10;10;9;;10;375;1;0;98;0;0;0;Extendido;Material durable;Medio
TQRMNORUSHKOKMCDEGGFB00867050;2024;3;1;1;42;S;10;40;1;;5;1;;3;2;1;1;;1;1;1;1;2;2;2;5;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;751000;4;5;5;4;;5;751000;9;9;9;9;;9;60;1;0;97;0;0;0;Extendido;Material durable;Bajo
TQRMNOQVVHKLKMCDEGGFB00867051;2024;3;1;1;42;S;10;237;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;1;1;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;0;12;12;12;12;;12;0;12;12;12;12;;12;0;96;0;1;2;0;0;Nuclear;Material durable;Bajo
TQRMNOQWTHKKKNCDEGGFB00867052;2024;3;1;1;42;S;10;111;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;1;1;2;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;2950000;10;10;10;10;;10;1475000;10;10;10;10;;10;260;1;0;2;0;0;0;Nuclear;Material durable;Bajo
TQRMNOPPQHKLKNCDEGGFB00867053;2024;3;1;1;42;S;10;220;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOPPUHKLKNCDEGGFB00867054;2024;3;1;1;42;S;10;226;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;4;0;4;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;96;0;0;0;Nuclear;Material durable;Bajo
TQRMNOVQPHKNKOCDEGGFB00867055;2024;3;1;1;42;S;10;360;1;;5;1;;1;2;1;1;;1;1;1;1;2;2;2;5;2;2;0;1;1;1;2;0;2;0;1;;4;ELECTRICIDAD;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;6000000;10;10;10;10;;10;2000000;10;10;10;10;;10;749;96;0;2;3;0;0;Nuclear;Material durable;Bajo
TQRMNORQRHKKKOCDEGGFB00867056;2024;3;1;1;42;S;10;184;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;1;1;1;2;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;3000000;10;10;10;10;;10;1500000;10;10;10;10;;10;519;1;2;97;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQPUHLOKMCDEIHJF00806828;2024;3;1;1;44;N;31;178;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1285000;7;8;6;;8;6;642500;8;8;7;;9;7;183;1;2;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOTSSHJLKTCDEIGED00866002;2024;3;1;1;43;N;30;89;2;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;1;0;1;560000;3;3;3;;4;4;560000;8;8;7;;8;7;82;1;0;98;0;0;0;Extendido;Material durable;Medio
TQRMNOPVSHLLKRCDEIGED00866003;2024;3;1;1;43;N;30;198;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;2;1;1;1;2;2;2;0;2;0;4;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;3;1;2;1930000;9;9;9;;9;9;643333,33;8;8;8;;9;8;266;1;2;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOSXWHKMLMCDEIGED00867057;2024;3;1;1;43;N;30;219;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;1700000;8;9;9;;9;8;1700000;10;10;10;;10;10;290;96;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNORXRHMMLPCDEFIAH00808534;2024;3;1;1;43;S;2;509;1;;3;1;;5;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;4;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;3100000;10;10;10;10;;10;775000;9;9;9;9;;9;1392;1;2;3;4;0;0;Nuclear;Material durable;Bajo
TQRMNOSSSHLOLQCDEFIAH00803427;2024;3;1;1;43;S;2;1267;1;;4;1;;1;2;1;1;;1;1;1;2;2;2;2;4;2;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1050000;6;7;6;6;;6;262500;4;4;4;4;;4;2061;1;2;3;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQSXHKKSMCDEIJAH00866879;2024;3;1;1;1;S;33;2625;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;0;6;5300000;10;;10;10;;10;883333,33;9;;9;9;;9;2936;96;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOQWUHJLLSCDEGJBF00865641;2024;3;1;1;43;S;13;754;1;;4;1;;1;1;1;1;;1;1;1;2;2;2;2;4;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;4;0;4;800000;5;5;5;5;;5;200000;3;3;2;3;;2;801;1;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOPSWHLMLUCDEGJBF00809924;2024;3;1;1;43;S;13;590;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;5;1;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;400000;2;2;2;2;;2;400000;6;7;6;6;;6;643;1;0;98;0;0;0;Extendido;Material durable;Medio
TQRMNOPSTHJNLUCDEGJBF00865643;2024;3;1;1;43;S;13;653;1;;4;2;;4;2;1;1;;1;1;1;2;2;2;2;4;2;1;1;1;2;2;2;0;2;0;1;;2;;1;1;1;2;1;2;2;1;1;2;2;2;2;2;1;1;2;2;1;2;2;2;2;3;1;2;581733;3;4;3;3;;3;193911;3;3;2;3;;2;725;2;0;1;0;0;0;Nuclear;Material durable;Bajo
TQRMNOSWWHMNLPCDEHMHF00811225;2024;3;1;1;42;N;26;118;2;;2;1;;1;1;1;1;;1;2;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;640000;4;4;4;;4;4;213333,33;3;3;3;;4;4;133;3;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQTRHKOLMCDEGGFB00866880;2024;3;1;1;42;S;10;681;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;5;3;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;1;0;0;0;Extendido;Material durable;Bajo
TQRMNOQTUHKOLMCDEGGFB00866881;2024;3;1;1;42;S;10;567;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQRSHJMLQCDEGGFB00866827;2024;3;1;1;42;S;10;416;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;1;0;1;600000;3;4;4;3;;4;600000;8;8;9;8;;8;351;97;0;97;0;0;0;Extendido;Material durable;Bajo
TQRMNOSPUHKKKRCDEHLEH00866882;2024;3;1;1;40;N;25;94;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;350000;2;2;2;;2;2;350000;5;6;7;;6;9;105;1;0;98;0;0;0;Extendido;Material durable;Medio
TQRMNOQTQHKOKSCDEHLEH00866883;2024;3;1;1;40;N;25;202;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;3;4;0;0;0;Nuclear;Material durable;Bajo
TQRMNORRYHMMKSCDEHLEH00811103;2024;3;1;1;40;N;25;158;1;;4;1;;1;1;1;1;;1;1;1;2;2;2;2;4;3;2;0;1;1;1;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;3;0;3;865000;5;6;6;;6;7;288333,33;4;5;6;;5;7;162;1;0;2;3;0;0;Nuclear;Material durable;Bajo
TQRMNORWPHMMKSCDEHLEH00811120;2024;3;1;1;40;N;25;149;1;;3;1;;2;1;1;1;;1;1;1;2;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;585000;3;4;4;;4;5;292500;4;5;6;;5;7;210;2;0;1;0;0;0;Nuclear;Material durable;Bajo
TQRMNORTQHJKKUCDEGGFB00866764;2024;3;1;1;42;S;10;701;2;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;1;96;0;0;0;Nuclear;Material durable;Bajo
TQRMNOPPVHLMLLCDEGGFB00804518;2024;3;1;1;42;S;10;572;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;1;0;0;0;Nuclear;Material durable;Bajo
TQRMNOUPXHJKLNCDEFLID00866692;2024;3;1;1;43;S;5;441;1;;2;1;;3;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;12;12;12;12;;12;0;12;12;12;12;;12;0;96;0;1;2;0;0;Nuclear;Material durable;Bajo
TQRMNOSQSHKOLPCDEFLID00866884;2024;3;1;1;43;S;5;373;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;900000;5;6;6;5;;6;900000;9;9;9;9;;9;440;1;0;98;0;0;0;Extendido;Material durable;Medio
TQRMNOPSWHKOLQCDEFLID00866885;2024;3;1;1;43;S;5;279;1;;4;2;;4;2;1;1;;1;1;1;3;2;2;2;4;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;2;4;0;0;0;Nuclear;Material durable;Bajo
TQRMNOPWQHKMLRCDEFLID00866886;2024;3;1;1;43;S;5;374;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1270000;7;8;7;7;;8;635000;8;8;8;8;;9;847;1;0;2;0;0;0;Nuclear;Material durable;Bajo
TQRMNOSTQHKMLRCDEFLID00866887;2024;3;1;1;43;S;5;379;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;2;3;0;0;Nuclear;Material durable;Bajo
TQRMNORUSHLLLTCDEFLID00803825;2024;3;1;1;43;S;5;767;1;;6;1;;2;1;1;1;;1;1;1;1;2;2;2;6;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;3;1;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;1;0;0;0;Nuclear;Material durable;Bajo
TQRMNOSPXHKOKOCDEFOCD00866972;2024;3;1;1;41;N;8;98;1;;1;1;;4;1;1;1;;1;1;1;2;2;2;2;1;1;2;0;1;1;2;2;0;2;0;4;;2;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;20000;1;1;1;;1;1;10000;1;1;1;;1;1;88;1;2;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOSQYHJKMQCDEIIAD00861798;2024;3;1;1;1;S;32;2722;2;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;2;2;3;0;3;839000;5;;5;5;;3;279666,67;4;;4;4;;2;4493;1;0;2;0;0;0;Nuclear;Material durable;Bajo
TQRMNORUQHJLMRCDEIIAD00861799;2024;3;1;1;1;S;32;1917;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;5;0;5;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;1;3;4;0;Extendido;Material durable;Bajo
TQRMNORUUHJLMRCDEIIAD00861800;2024;3;1;1;1;S;32;2339;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;3000000;10;;10;10;;9;1500000;10;;10;10;;9;5005;2;0;1;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQVYHKMNLCDEIIAD00866973;2024;3;1;1;1;S;32;493;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;6;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1170000;7;;6;7;;5;585000;8;;7;8;;5;794;1;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQSRHMMMSCDEIIAD00854795;2024;3;1;1;1;S;32;75;1;;5;1;;3;1;1;1;;1;1;1;1;2;2;2;5;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1320000;7;;7;7;;5;660000;8;;8;8;;5;114;1;2;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOSSWHKMNLCDEIIAD00866974;2024;3;1;1;1;S;32;1181;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;2;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;800000;5;;4;5;;3;800000;9;;9;9;;6;1715;1;0;96;0;0;0;Extendido;Material durable;Bajo
TQRMNOSSXHKMNLCDEIIAD00866975;2024;3;1;1;1;S;32;806;1;;5;1;;2;1;1;1;;1;1;1;1;2;2;2;5;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;560000;3;;3;3;;2;280000;4;;4;4;;2;1506;1;2;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNORRYHMKNNCDEIIAD00812138;2024;3;1;1;1;S;32;1281;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;4;0;4;650000;4;;3;3;;2;162500;2;;2;2;;1;1904;2;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQTTHKLNNCDEIIAD00866976;2024;3;1;1;1;S;32;3451;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;1550000;8;;8;8;;6;387500;6;;5;6;;3;6398;2;1;4;3;0;0;Nuclear;Material durable;Bajo
TQRMNOSWRHLLNLCDEIIAD00806874;2024;3;1;1;1;S;32;2011;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;250000;1;;1;1;;1;250000;4;;3;3;;1;2188;96;0;1;0;0;0;Extendido;Material durable;Bajo
TQRMNOPWVHJMLLCDEIMBF00861991;2024;3;1;1;43;N;36;142;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;540000;3;3;3;;4;3;540000;7;8;7;;8;7;302;1;0;98;0;0;0;Extendido;Material durable;Medio
TQRMNOPTVHLLKSCDEIMBF00808024;2024;3;1;1;43;N;36;264;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;96;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNORUSHMKLNCDEIMBF00866977;2024;3;1;1;43;N;36;141;2;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;Extendido;Material durable;Medio
TQRMNOTQUHLMKTCDEIMBF00808028;2024;3;1;1;43;N;36;216;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;2100000;9;10;9;;10;9;1050000;10;10;10;;10;9;420;2;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNORUYHKMLMCDEIMBF00866978;2024;3;1;1;43;N;36;163;1;;3;1;;2;2;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;510000;3;3;3;;3;3;170000;2;2;2;;3;2;134;1;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOSXWHMLLPCDEIMBF00813079;2024;3;1;1;43;N;36;184;2;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;Extendido;Material durable;Medio
TQRMNOPRRHJMLPCDEIMBF00862826;2024;3;1;1;43;N;36;109;2;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;Extendido;Material durable;Medio
TQRMNORXRHLNLMCDEIMBF00808043;2024;3;1;1;43;N;36;133;1;;2;2;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;1;1;1;2;2;2;2;2;2;1;2;1;2;2;2;2;5;0;5;748000;4;5;4;;5;5;149600;2;2;2;;2;2;213;2;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOQVTHLMLNCDEIMBF00808039;2024;3;1;1;43;N;36;145;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;1;0;1;2700000;10;10;10;;10;10;2700000;10;10;10;;10;10;396;1;0;97;0;0;0;Extendido;Material durable;Medio
TQRMNOSWRHLMLNCDEIMBF00808072;2024;3;1;1;43;N;36;149;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;2;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQRXHLNKQCDEOHCH00808299;2024;3;1;1;44;N;91;146;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNORTQHLMLLCDEGJBF00804905;2024;3;1;1;43;S;13;818;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;1;2;2;2;2;1;0;1;970000;6;6;6;6;;6;970000;9;10;9;9;;9;891;1;0;98;0;0;0;Extendido;Material durable;Medio
TQRMNORTQHMMLPCDEGJBF00852835;2024;3;1;1;43;S;13;484;1;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;1;0;1;1150000;7;7;7;7;;7;1150000;10;10;10;10;;10;506;1;0;98;0;0;0;Extendido;Material durable;Medio
TQRMNORVPHJLKUCDEGJBF00865626;2024;3;1;1;43;S;13;1064;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1700000;8;9;9;8;;9;1700000;10;10;10;10;;10;1053;1;0;98;0;0;0;Extendido;Material durable;Medio
TQRMNOQUVHLMLMCDEGJBF00804919;2024;3;1;1;43;S;13;636;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;150000;1;1;1;1;;1;150000;2;2;2;2;;2;693;1;0;98;0;0;0;Extendido;Material durable;Medio
TQRMNOUVPHLOLPCDEGJBF00804922;2024;3;1;1;43;S;13;1307;1;;2;1;;4;2;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;4;;2;;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;5;2;3;517000;3;3;3;3;;3;103400;1;1;1;1;;1;1214;1;0;3;0;0;0;Extendido;Material durable;Bajo
TQRMNOTQYHJNMOCDEFKID00866613;2024;3;1;1;43;S;4;883;1;;2;1;;2;1;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;3;1;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;2;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQXWHLMKQCDEFIAH00803339;2024;3;1;1;43;S;2;771;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;500000;3;3;3;2;;3;250000;4;4;3;3;;4;956;1;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNORVUHKKLOCDEIGED00867058;2024;3;1;1;43;N;30;175;1;;5;1;;2;1;1;1;;1;1;1;1;2;2;2;5;1;1;1;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;Extendido;Material durable;Medio
