CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;TIPO_HOGAR;MATERIAL_TECHUMBRE;DENSIDAD_HOGAR 
TQRMNOQRUHKLKTCDEFLID00869016;2024;3;1;1;43;S;5;208;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;400000;2;2;2;2;;2;200000;3;3;2;3;;3;427;1;2;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOSUPHMNLTCDEIIAD00811972;2024;3;1;1;1;S;32;1644;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;96;0;0;0;Nuclear;Material durable;Bajo
TQRMNOPVSHKMKUCDEHNHB00869017;2024;3;1;1;42;S;27;313;1;;4;1;;1;1;1;1;;1;1;1;2;2;2;2;4;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;618000;3;4;4;3;;4;618000;8;8;9;8;;9;318;1;0;96;0;0;0;Extendido;Material durable;Bajo
TQRMNORTVHKMKUCDEHNHB00869018;2024;3;1;1;42;S;27;444;1;;4;1;;9;1;1;1;;1;1;1;2;2;2;2;4;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1155000;7;7;7;7;;7;385000;6;6;7;6;;7;507;1;2;3;0;0;0;Nuclear;Material durable;Bajo
TQRMNOPQRHJMNMCDEIIAD00862957;2024;3;1;1;1;S;32;1804;2;;3;1;;2;1;1;1;;1;1;1;3;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;2;2;2;2;3;0;3;1725000;9;;8;8;;7;575000;8;;7;8;;4;3485;1;2;3;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQUWHJOLRCDEFLID00863355;2024;3;1;1;43;S;5;261;2;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;4;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;2;4;0;0;Nuclear;Material durable;Bajo
TQRMNOQQUHMOLQCDEFLID00809133;2024;3;1;1;43;S;5;401;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;2;;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;635000;4;4;4;3;;4;317500;5;5;4;5;;5;478;1;0;2;0;0;0;Nuclear;Material durable;Bajo
TQRMNOPYVHJMKOCDEGOIH00863320;2024;3;1;1;40;N;18;324;1;;4;1;;1;1;1;1;;1;1;1;2;2;2;2;4;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;0;3;880000;5;6;6;;6;6;293333,33;4;5;6;;5;6;343;1;0;3;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQUYHJOLPCDEGGFB00863323;2024;3;1;1;42;S;10;415;1;;2;1;;1;1;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;650000;4;4;4;3;;4;325000;5;5;6;5;;5;724;1;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOSQRHLMLPCDEGOIH00805445;2024;3;1;1;40;N;18;190;1;;3;1;;1;1;1;1;;1;1;1;2;2;2;2;3;3;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1700000;8;9;9;;9;9;566666,67;8;8;9;;8;9;205;98;0;1;0;0;0;Nuclear;Material durable;Bajo
TQRMNORYQHJOLQCDEGOIH00863483;2024;3;1;1;40;N;18;218;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;5;1;4;674000;4;4;5;;5;5;134800;2;2;2;;2;3;214;98;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNORUWHKLKMCDEHGHJ00869019;2024;3;1;1;44;N;20;190;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;3450000;10;10;10;;10;10;1725000;10;10;10;;10;10;422;1;0;2;0;0;0;Nuclear;Material durable;Bajo
TQRMNORSWHLMLTCDEIJAH00807160;2024;3;72;1;1;S;33;977;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;250000;1;;1;1;;1;250000;4;;3;3;;4;1074;97;0;97;0;0;0;Extendido;Material durable;Medio
TQSMNOQXUHMOLRCDEIJAH00812539;2024;3;1;1;1;S;33;1887;1;;1;1;;4;1;2;2;;1;1;2;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;4;1;3;560000;3;;3;3;;3;140000;2;;2;2;;2;2330;1;4;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQUTHMMLSCDEIJAH00812255;2024;3;1;1;1;S;33;1145;1;;1;1;;2;1;1;1;;1;1;1;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;3;1;2;1500000;8;;8;8;;8;500000;7;;7;7;;8;2279;2;0;3;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQUXHLMMMCDEIJAH00807723;2024;3;1;1;1;S;33;1576;1;;3;1;;4;1;1;1;;1;1;1;3;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;;1;;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;0;2;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOTXQHJOLNCDEHMHF00863386;2024;3;1;1;42;N;26;269;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;511650;3;3;3;;3;3;170550;2;2;2;;3;3;312;2;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOTXRHJOLNCDEHMHF00863387;2024;3;1;1;42;N;26;154;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;854931;5;6;6;;6;6;284977;4;4;5;;5;5;180;2;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNORVPHKKLPCDEHMHF00869105;2024;3;1;1;42;N;26;231;1;;6;1;;1;1;1;1;;1;1;1;1;2;2;2;6;3;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1960000;9;9;10;;9;10;490000;7;7;8;;8;8;343;4;2;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNORXUHMOLSCDEHPJB00811646;2024;3;1;1;40;S;29;456;2;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;4;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;840000;5;5;6;5;;5;280000;4;4;6;4;;5;525;1;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNORXXHMOLSCDEHPJB00854475;2024;3;1;1;40;S;29;331;1;;3;1;;2;1;1;1;;1;1;1;1;1;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;5;0;5;730000;4;5;5;4;;5;146000;2;2;2;2;;2;498;1;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOPRWHJMLOCDEHPJB00869106;2024;3;1;1;40;S;29;347;1;;5;1;;2;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;5;1;4;2955000;10;10;10;10;;10;591000;8;8;9;8;;9;542;3;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOPXXHKOLLCDEHPJB00869107;2024;3;1;1;40;S;29;340;2;;6;2;;2;2;1;1;;1;1;1;1;2;2;2;6;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;1470000;8;8;9;8;;8;367500;6;6;7;5;;7;476;2;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOSPVHMMMUCDEIJAH00812423;2024;3;1;1;1;S;33;1251;1;;3;1;;4;1;1;1;;1;1;1;2;1;1;1;3;3;2;0;1;2;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;4;2;2;1000000;6;;6;6;;6;250000;4;;3;3;;4;2324;2;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQXUHMONMCDEIJAH00812427;2024;3;1;1;1;S;33;1630;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;4;0;4;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;2;3;4;0;Nuclear;Material durable;Bajo
TQSMNORPVHKNNOCDEIJAH00869108;2024;3;1;1;1;S;33;352;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;1;1;2;2;2;4;0;4;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;3;4;0;0;Nuclear;Material durable;Bajo
TQRMNORPVHKNNOCDEIJAH00869109;2024;3;1;1;1;S;33;376;1;;3;1;;2;2;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;6;;1;;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;12;;12;12;;12;0;12;;12;12;;12;0;2;1;3;4;0;0;Nuclear;Material durable;Bajo
TQRMNOQTXHLMLNCDEHPJB00806592;2024;3;1;1;40;S;29;269;1;;2;1;;4;2;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;0;2;80000;1;1;1;1;;1;40000;1;1;1;1;;1;312;1;0;2;0;0;0;Nuclear;Material durable;Bajo
TQRMNOTXTHKMKTCDEOJAH00869110;2024;3;1;1;44;N;93;134;1;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;0;2;1770000;9;9;8;;9;9;885000;9;9;9;;10;10;230;2;0;1;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQUUHJLKUCDEOJAH00869111;2024;3;1;1;44;N;93;202;2;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;720000;4;5;3;;5;3;720000;9;9;8;;9;9;385;1;0;98;0;0;0;Extendido;Material durable;Medio
TQRMNOSPVHLMKSCDEOJAH00813468;2024;3;1;1;44;N;93;95;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;720000;4;5;3;;5;3;720000;9;9;8;;9;9;187;1;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNORWRHKMLPCDEHJGH00869112;2024;3;1;1;40;S;23;312;1;;4;1;;1;2;1;1;;1;1;1;1;1;2;2;4;1;2;0;2;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;3;1;2;200000;1;1;1;1;;1;66666,67;1;1;1;1;;1;330;1;0;2;0;0;0;Nuclear;Material durable;Bajo
TQRMNOPRXHJMLLCDEHJGH00863342;2024;3;1;1;40;S;23;306;1;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;3;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;2;4;628000;4;4;4;3;;4;104666,67;1;1;1;1;;1;309;2;0;3;0;0;0;Extendido;Material durable;Bajo
TQRMNOPXQHJMKPCDEFMDB00863170;2024;3;1;1;43;N;6;133;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQWXHLKKRCDEFMDB00809269;2024;3;1;1;43;N;6;267;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;1;1;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;2;2;2;2;2;0;2;1145000;7;7;7;;7;7;572500;8;8;7;;8;8;381;1;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNORQRHLMKSCDEFMDB00804030;2024;3;1;1;43;N;6;178;1;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;1;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;500000;3;3;3;;3;2;166666,67;2;2;2;;3;2;258;1;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOTSPHMOKTCDEFMDB00809272;2024;3;1;1;43;N;6;224;1;;3;2;;4;2;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;2;;2;;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;9;0;9;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;3;5;0;0;0;Extendido;Material durable;Bajo
TQRMNOPPWHJOLMCDEFMDB00869113;2024;3;1;1;43;N;6;169;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;2;3;4;0;0;Nuclear;Material durable;Bajo
TQRMNOTQRHKOLQCDEFKID00869187;2024;3;1;1;43;S;4;842;1;;5;1;;2;1;1;1;;1;1;1;1;2;2;2;5;4;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;800000;5;5;5;4;;4;200000;3;3;2;3;;2;1149;2;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOSUQHLOLOCDEFKID00803693;2024;3;1;1;43;S;4;988;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;1;4;870000;5;6;5;5;;5;174000;2;2;2;2;;2;1531;2;1;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOSURHLOLOCDEFKID00803786;2024;3;1;1;43;S;4;1051;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;2;1;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;6;1;5;1570000;8;9;8;8;;8;261666,67;4;4;3;4;;3;2103;2;4;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOTYSHKLKOCDEIHJF00869188;2024;3;1;1;44;N;31;221;2;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;2;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;2;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQSPHMLKMCDEIHJF00811826;2024;3;1;1;44;N;31;226;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;3;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOPQVHJKKOCDEIHJF00869189;2024;3;1;1;44;N;31;155;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;500000;3;3;2;;3;2;500000;7;8;6;;8;6;162;1;0;98;0;0;0;Extendido;Material durable;Medio
TQRMNOSUQHKNKQCDEIHJF00869190;2024;3;1;1;44;N;31;97;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1200000;7;7;6;;8;6;400000;6;6;5;;7;5;99;1;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQSTHKLKRCDEIHJF00869191;2024;3;1;1;44;N;31;139;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;5;0;5;1000000;6;6;5;;7;5;200000;3;3;2;;3;2;152;2;0;3;4;5;0;Extendido;Material durable;Bajo
TQRMNOVSRHMOLOCDEGJBF00810082;2024;3;1;1;43;S;13;1301;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;2;0;2;1380000;8;8;8;7;;8;690000;8;9;8;8;;8;1480;1;0;2;0;0;0;Nuclear;Material durable;Bajo
TQTMNOUYQHLOKTCDEGJBF00804877;2024;3;1;1;43;S;13;1242;1;;3;2;;2;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;9;LEY DE EXPROPIACION EN TRAMITE;2;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;0;2;280000;1;1;1;1;;1;140000;2;2;2;2;;2;1389;2;0;1;0;0;0;Nuclear;Material durable;Bajo
TQRMNOPVVHLLLQCDEGJBF00804891;2024;3;1;1;43;S;13;790;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;2;1;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1285000;7;8;7;7;;8;642500;8;8;8;8;;8;837;2;0;1;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQSWHJNMOCDEFKID00863488;2024;3;1;1;43;S;4;686;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;1;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;0;2;520000;3;3;3;3;;3;260000;4;4;3;4;;3;812;1;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNORRWHJMMPCDEFKID00869192;2024;3;1;1;43;S;4;697;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;2230000;9;10;10;9;;9;1115000;10;10;10;10;;10;842;1;0;2;0;0;0;Nuclear;Material durable;Bajo
TQRMNOPYRHMOKMCDEFLID00869193;2024;3;1;1;43;S;5;646;1;;5;1;;4;1;1;2;;1;1;1;2;2;2;2;5;4;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;1;4;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;1;3;4;5;0;Extendido;Material durable;Bajo
TQRMNOPYVHMOKQCDEFNFF00809396;2024;3;1;1;41;N;7;308;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;1;0;0;0;Nuclear;Material durable;Bajo
TQRMNORWWHMOKQCDEFNFF00809397;2024;3;1;1;41;N;7;343;1;;1;1;;4;1;1;1;;1;1;1;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;5;2;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;2;0;0;0;Extendido;Material durable;Bajo
TQRMNOSSYHJLKOCDEFNFF00863478;2024;3;1;1;41;N;7;303;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;3;4;0;0;Nuclear;Material durable;Bajo
TQRMNOQPYHKMKNCDEFNFF00869194;2024;3;1;1;41;N;7;316;1;;4;1;;4;1;1;1;;1;1;1;2;2;2;2;4;2;1;1;1;2;2;2;0;2;0;8;;2;;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;4;0;0;0;Nuclear;Material durable;Bajo
TQRMNORSWHLOKOCDEHJGH00811042;2024;3;1;1;40;S;23;254;1;;3;2;;4;2;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;258000;1;1;1;1;;1;129000;1;2;2;1;;2;259;1;0;2;0;0;0;Nuclear;Material durable;Bajo
TQSMNOPXTHMOKOCDEHJGH00853938;2024;3;1;1;40;S;23;349;1;;3;2;;4;2;2;1;;1;2;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;9;3;6;1200000;7;7;8;7;;7;133333,33;2;2;2;1;;2;342;1;0;2;3;0;0;Extendido;Material durable;Bajo
TQRMNOPWWHKMKMCDEHJGH00869195;2024;3;1;1;40;S;23;470;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;2;2;2;0;0;0;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;300000;1;2;2;1;;2;100000;1;1;1;1;;1;462;2;0;1;0;0;0;Nuclear;Material durable;Bajo
TQRMNOPWXHKMKMCDEHJGH00869196;2024;3;1;1;40;S;23;455;1;;4;1;;1;1;1;1;;1;1;1;1;1;1;2;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;1;2;2;2;2;6;3;3;2579000;10;10;10;10;;10;429833,33;6;7;8;6;;8;484;2;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNORUXHLMLMCDEHGHJ00805718;2024;3;1;1;44;N;20;130;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;2;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;0;2;646000;4;4;3;;4;3;323000;5;5;4;;6;4;186;2;0;3;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQPPHJMLNCDEHGHJ00864077;2024;3;1;1;44;N;20;168;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1500000;8;8;7;;9;7;1500000;10;10;10;;10;10;196;1;0;98;0;0;0;Extendido;Material durable;Medio
TQRMNOPVTHMMLNCDEHPJB00811601;2024;3;1;1;40;S;29;362;1;;4;1;;4;1;1;1;;1;1;1;1;1;1;2;4;2;2;0;1;1;2;2;0;2;0;2;;1;;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;4;1;3;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQURHJLKTCDEHPJB00864046;2024;3;1;1;40;S;29;390;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;0;2;3145000;10;10;10;10;;10;1572500;10;10;10;10;;10;582;1;0;98;0;0;0;Nuclear;Material durable;Bajo
